,Tweet Posted Time (UTC),Tweet Content,Tweet Location
155,2020-03-28,Italian Association of Doctors has confirmed that all 51 doctors diagnosed positive of #coronavirus have died. None of them managed to survived. This is beyond scary. The #COVID19 wrath is taking no stop in #Italy and around the world. Stay safe and home everyone!,Punjab
156,2020-03-28,Yes  COVID19 is real and can be fatal depending on your medical history and immune system. I also agree that people do need to get the right information since the virus is a novel one but also there is a huge huge difference between spreading awareness and creating panic.,Punjab
157,2020-03-28,@ImranKhanPTI @zfrmrza @UsmanAKBuzdar @PTAofficialpk Visited Tayyip Erdogan Hospital  in Muzaffargarh. Felt that I’m in a western hospital of developed world. Truly professional admins &amp; doctors. Alas  pity is no mobile signals for Jazz  Warid &amp; others amid Covid19 patients there,Punjab
158,2020-03-28,Joined by public health experts  former health ministers  former head of polio eradication team earlier today.Will have to scale up screening to identify cases  n then isolate & treat them accordingly.Hospitals should be demarcated for the exclusive treatment of COVID19 #Stayhom,Punjab
159,2020-03-28,#IMF support is with #Pakistan to fight #COVID19. This will give fiscal support and improve exterrnal flows to combat economic challenges ,Punjab
160,2020-03-28,Appreciation to Mr. @AbrarUlHaqPK Chairman @PRC_official &amp; his team on initiative of #AAGAHI Helpline for #Corona from #President Islamic Republic of #Pakistan Dr. Arif Alvi #COVID19 #StayHomeSaveLives,Punjab
161,2020-03-28,FREE 2 hours #DigitalMarketingWorkshop ! #StayHome &amp; #Learn #DigitalMarketing for FREE ! Video: https://youtu.be/UYZo3q9dd-I #StayAtHomeAndStaySafe #CoronaUpdate #SaturdayMotivation #StayHomeSaveLives #CoronaInPakistan #CoronaVirus #COVID19 #DM #News #Workshop #Udemy #Training,Punjab
162,2020-03-28,During #CoronaPandemic  almost everybody is staying at home. #StayHome and Learn Digital Marketing for FREE by visiting by https://youtu.be/UYZo3q9dd-I #StayAtHomeAndStaySafe #CoronaUpdate #SaturdayMotivation #StayHomeSaveLives #CoronaInPakistan #CoronaVirus #COVID19 #DM,Punjab
163,2020-03-28,it speaks more than words. #StayHomeSaveLives #COVID19 ,Punjab
164,2020-03-28,Research par lagaya bhot hay na app logon ne...70 saal se kabi kisi ne Tech/health/research wgera ka poocha b nahi r ab jab Zaroorat pari to Rony lag gaye..Now face it like a man!! Where are those weapons now which you guys’ve been givin almost all of budget? #COVID19 #pakistan,Punjab
165,2020-03-28,#CoronaUpdate #StayHome #SaveLives Fight against #COVID19 We are together and we Will fight together by following the rules!!! Ollyka Cosmetics ,Punjab
166,2020-03-28,Job well done @MuradSaeedPTI @ImranKhanPTI @pid_gov #coronavirusinpakistan #COVID19 ,Punjab
167,2020-03-28,Special #Chinese plane with a team of medical professionals &amp; relief assistance to fight #COVID19 landed in #Islamabad. @zlj517 @CPEC_Official @XHNews @CGTNOfficial @evazhengll @zfrmrza @CPEC15 @CathayPak @ImranKhanPTI @mRHQTEWi1Aup2Gq @SheilaZulfiqar @PDChina @HaiderAli712,Punjab
168,2020-03-28,LIVE Coronavirus (COVID-19) pandemic #coronavirusinpakistan #CoronaLockdown #CoronaUpdate #CoronavirusOutbreak #COVID19 ,Punjab
169,2020-03-28,Life is all about to listen “Hi  the COVID19 is no more  and everything is normal”.,Punjab
170,2020-03-28,#COVID19 Self-Checker by @CDCgov,Punjab
171,2020-03-28,@SAfridiOfficial is concerned about the deep impact of #Covid19 on #Afghan @Refugees   he visited camp in #Kohat to support them in tough economic conditions #COVID2019 @UNHCRPakistan #CoronaUpdate,Punjab
172,2020-03-28,If you want our doctors to fight corona  give them disposable protection coverall or hazmat suits instead of fake salutes. We need to put a pause on this drama. #CoronaVirus #Covid19 #CoronaInPakistan,Punjab
173,2020-03-28,A Public Service Message By The Millennium Education . Together we will defeat #COVID19 A Big Shout our to all our frontline Heroes #thankyou #coronafreeworld #CoronaFreePakistan #SaluteToAllFrontliners #saluteourheroes @fwspakistan @FaisalMushtaq18 @RMC_Pakistan,Punjab
174,2020-03-28,Recommend me any turkish season watched ertugrul kurulus osman(watching)  filinta mustafa. Recommend any season that you like the most. #Turkish #CoronaLockdown #CoronaUpdate #COVID19 #Turkiye #Turkey,Punjab
175,2020-03-28,So true @MehrTarar Even in yesterday's press conference  some journalists were concerned about releasing money of media houses than the Covid19.. Blackmailers.. ,Punjab
176,2020-03-28,#COVID19 is proving a fortune for nature. Disrupted functions are getting their way back. Humans should ponder. ,Punjab
177,2020-03-28,A small help from my side Sir @narendramodi. Your efforts to resolve this grave situation will forever be remembered in history. I further urge my friends to please donate to #PMCaresFund #pmcares. Whatever small amount will help. #IndiaFightsCorona. ,Sikkim
178,2020-03-28,If you want to give relief fund for corona virus affection Pls give your money to the Upi id- pmcares@sbi @PMOIndia @itisprashanth @narendramodi @mohandreamer @CMOTamilNadu,Tamil Nadu
179,2020-03-28,Please Stay Home ..Stay Safe .. Don’t Become A Victim Of CoronaVirus #COVID2019india #StayHomeStaySafe,Tamil Nadu
180,2020-03-28,yesterday and today two videos have passed it made me realize one I trusted but no basics at all. This is only my speculation. I believe now that the corona virus has been deliberately propagated by Chinese.@nytimes @realDonaldTrump @PDChina @ChinaDaily,Tamil Nadu
181,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
182,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
183,2020-03-28,Corona Virus Global Cases: Jan 19 - 100 Cases Jan 24 - 1000 Cases Jan31 - 10000 Cases Feb12 - 50000 Cases Mar6 - 100000 Cases Mar 18 - 200000 Cases Mar 21 - 300000 Cases Mar 24 - 400000 Cases Mar 26 - 500000 Cases Mar 27 - 597 000 Cases Acceleration in Corona Spread. Stay Safe.,Tamil Nadu
184,2020-03-28,Sir i am obey ur order and i am stay at home . Then ur working performance also super sir. Continue to control covid19 stage 2.,Tamil Nadu
185,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
186,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
187,2020-03-28,@Vijayabaskarofl Singapore scientists have come up with #COVID19 test kit that gives result in 5 mins. ,Tamil Nadu
188,2020-03-28,@narendramodi @PMOIndia @RBI plz either make banking Working 3 days in a week or daily 2hours working.Bankers are more prone to be caught by Corona virus.plz help bankers from Corona make 3 days working weekly basis. @Swamy39 @ArvindKejriwal @sudhirchaudhary @TheOfficialSBI,Uttar Pradesh
189,2020-03-28,@narendramodi @PMOIndia @RBI plz either make banking Working 3 days in a week or daily 2hours working.Bankers are more prone to be caught by Corona virus.plz help bankers from Corona make 3 days working weekly basis. @Swamy39 @ArvindKejriwal @sudhirchaudhary @TheOfficialSBI,Uttar Pradesh
190,2020-03-28,Preparing to Combat Coronavirus: In a novel initiative  Railways has converted train coaches into isolation wards for COVID-19 patients Now  Railways will offer clean  sanitised &amp; hygienic surroundings for the patients to comfortably recover. #IndiaFightsCorona,Uttar Pradesh
191,2020-03-28,"China should be dragged into the International Court of Justice for #coronavirus and its ""veto"" power in the United Nations should also be taken away. What is your opinion? @UN @UNinIndia @htTweets",Uttar Pradesh
192,2020-03-28,Thanks mam @CharuPragya to notice my tweet . Some villager are not aware about corona virus please make some way to aware them ,Uttar Pradesh
193,2020-03-28,Number of reported cases of #Coronavirus in India has reached 1 000.,Uttar Pradesh
194,2020-03-28,@dr_satyapal I salute you sir  ur doing great job towards our area.and maily for baraut &amp; baghpat but sir some people's is not aware upto know about the corona virus crises please make them aware    come on tv nd give speach for villagers @CharuPragya @News18India,Uttar Pradesh
195,2020-03-28,Livemint: Indian scientists reveal first microscopic image of novel coronavirus. https://www.livemint.com/news/india/indian-scientists-reveal-first-microscopic-image-of-novel-coronavirus-11585321106806.html via @GoogleNews,Uttar Pradesh
196,2020-03-28,Economic Times: Explainer: What we don't yet know about the novel coronavirus. https://economictimes.indiatimes.com/news/international/world-news/explainer-what-we-dont-yet-know-about-the-coronavirus/articleshow/74862470.cms?UTM_Source=Google_Newsstand&amp;UTM_Campaign=RSS_Feed&amp;UTM_Medium=Referral via @GoogleNews,Uttar Pradesh
197,2020-03-28,RBI joins coronavirus fight with big-bang rate move  EMIs put on hold https://economictimes.indiatimes.com/news/economy/policy/rbi-joins-coronavirus-fight-rolls-out-big-bang-rate-move/articleshow/74840568.cms via NaMo App,Uttar Pradesh
198,2020-03-28,RBI announcements to safeguard economy from impact of coronavirus: PM Modi https://timesofindia.indiatimes.com/business/india-business/rbi-announcements-to-safeguard-economy-from-impact-of-coronavirus-pm-modi/articleshow/74843261.cms via NaMo App,Uttar Pradesh
199,2020-03-28,Coronavirus: Worldwide cases reach 600 000 #Coronavirus ,Uttar Pradesh
200,2020-03-28,It's very good step by our Health minister @drharshvardhan ji... We will fight for this epidemic #coronavirus and win... Thanks a lot.. ,Uttar Pradesh
201,2020-03-28,Juss a little Donation For @narendramodi ji for #PMCARES to Fight Corona Virus #phonepay @PMOIndia @narendramodi_in @NamoApp #corona,Uttar Pradesh
202,2020-03-28,#AkshayKumar donates Rs 25 cr to PM-CARES Fund to fight against #coronavirus #COVID19 http://zeenews.india.com/people/akshay-kumar-donates-rs-25-cr-to-pm-cares-fund-to-fight-against-coronavirus-covid-19-2272319.html,Uttar Pradesh
203,2020-03-28,Really this is the condition of the of #World that (Corona virus) that affect the whole world. Some doctors are giveing their 110% to save from corona .. But some stupid people and not following 21 days lockdown... Please stay at home for safe from corona...#21DaysChallenge,Uttar Pradesh
204,2020-03-28,Please arrange medical check up for corona virus then send by coordination with local authorities. ,Uttar Pradesh
205,2020-03-28,A police officer  wearing a helmet depicting #coronavirus  requests commuters to stay at home during a nationwide lockdown to limit the spread of coronavirus  in Chennai. ,Uttar Pradesh
206,2020-03-28,Coronavirus: Worldwide cases reach 600 000 #Coronavirus ,Uttar Pradesh
207,2020-03-28,This is Asif Ali from saroorpur village post office simbhaoli  Dist-Hapur  request you ask CMO for checking my Covid-19. For your kind information people are trolling me in whatsApp status that i am having corona virus the same thing is depressing my family also. @KDanishAli,Uttar Pradesh
208,2020-03-28,Coronavirus: Worldwide cases reach 600 000 #Coronavirus ,Uttar Pradesh
209,2020-03-28,Aree sir kabhe Coronavirus ke upper bhe tweet kr degye app u are a notional spokesperson of bjp,Uttar Pradesh
210,2020-03-28,Kill the Corona Virus! Stay Home! Stay Safe!,Uttar Pradesh
211,2020-03-28,#Coronavirus update  U.S. - 18 810 new cases in last 24 hours - 104 463 cases in total - 890 recovered - 1 702 deaths - 43% of cases in New York - 626 667 tests performed.,Uttar Pradesh
212,2020-03-28,U.S. reports 18 810 new cases of #Coronavirus and 412 new deaths in 24 hrs. A total of 104 463 cases and 1 702 deaths.,Uttar Pradesh
213,2020-03-28,Coronavirus outbreak in the U.S. From 0 to 50 000 cases: 64 days From 50 000 to 100 000 cases: 3 days #CoronaUpdate,Uttar Pradesh
214,2020-03-28,R A M A D A N I S C O M I N G . . . . . May Allah ﷻ allow us to reach the month of Ramadan &amp; may our sins to be forgiven  May Allah shows his mercy upon the whole world and save us from Corona virus &amp; may His mercy prevail and heal the world before Ramadan.,Uttar Pradesh
215,2020-03-28,But please fix the network problem on this location soon and help the people here to stay in home and to fight against covid19. Wanted to port in @reliancejio but cant do mnp due to this lock down.,Uttar Pradesh
216,2020-03-28,Thank you a great step. #Covid19,Uttar Pradesh
217,2020-03-28,@kanpurnagarpol -Kindly look into it.,Uttar Pradesh
218,2020-03-28,God where are now #COVID19,Uttar Pradesh
219,2020-03-28,As #AkshayKumar donated a big amount of Rs 25 Crore  I just want to know the donating amount of @BeingSalmanKhan @iamsrk @aamir_khan @imVkohli and @msdhon #PMReliefFund #CoronaUpdate #CoronaLockdown #COVID19 #COVID2019india #Covid_19 #COVID19outbreak,Uttar Pradesh
